Rk,Player,Pos,Tm,Salary
,Anthony Nelson\NelsAn01,DL,TAM,675000.00
,Josh Watson\WatsJo00,LB,DEN,675000.00
,Mitch Wishnowsky\WishMi00,P,SFO,675000.00
,Emeke Egbule\EgbuEm00,LB,LAC,675000.00
,Coleman Shelton\ShelCo00,C,LAR,675000.00
,Trey Pipkins\PipkTr00,OT,LAC,675000.00
,Bryan Mone\MoneBr00,DT,SEA,675000.00
,Christian Blake\BlakCh00,WR,ATL,675000.00
,Olamide Zaccheaus\ZaccOl01,WR,ATL,675000.00
,Dan Skipper\SkipDa00,OT,DET,675000.00
,Ryan Connelly\ConnRy00,LB,MIN,675000.00
,Sione Takitaki\TakiSi00,LB,CLE,675000.00
,Darius Slayton\SlayDa01,WR,NYG,675000.00
,Dru Samia\SamiDr00,OL,MIN,675000.00
,Cullen Gillaspia\GillCu00,RB,HOU,675000.00
,Calvin Munson\MunsCa00,OLB,MIA,675000.00
,Cody Hollister\HollCo00,WR,TEN,675000.00
,Greg Ward\WardGr02,WR,PHI,675000.00
,J.P. Holtz\HoltJ.01,TE,CHI,675000.00
,Ryan Nall\NallRy00,RB,CHI,675000.00
,Jalen Thompson\ThomJa04,,ARI,675000.00
,Nik Needham\NeedNi00,DB,MIA,675000.00
,David Long\LongDa04,LB,TEN,675000.00
,Andrew Brown\BrowAn05,DE,2TM,675000.00
,Nick Scott\ScotNi01,S,LAR,675000.00
,Mike Edwards\EdwaMi01,S,TAM,675000.00
,Jace Sternberger\SterJa00,TE,GNB,675000.00
,Isaiah Johnson\JohnIs02,CB,LVR,675000.00
,Raven Greene\GreeRa02,S,GNB,675000.00
,Devin White\WhitDe02,LB,TAM,675000.00
,KeeSean Johnson\JohnKe07,WR,ARI,675000.00
,Isaiah Buggs\BuggIs00,DL,PIT,675000.00
,Kaden Elliss\ElliKa00,LB,NOR,675000.00
,Ty Johnson\JohnTy02,RB,2TM,675000.00
,Jordan Simmons\SimmJo00,G,SEA,675000.00
,Ben Powers\PoweBe00,OL,BAL,675000.00
,Jalen Guyton\GuytJa01,WR,LAC,675000.00
,Bobby Okereke\OkerBo00,LB,IND,675000.00
,Devin Singletary\SingDe00,RB,BUF,675000.00
,Jimmy Moreland\MoreJi00,CB,WAS,675000.00
,James Vaughters\VaugJa01,LB,CHI,675000.00
,Justice Hill\HillJu00,RB,BAL,675000.00
,Jaylon Ferguson\FergJa02,DE,BAL,675000.00
,Michael Jordan\JordMi01,OL,CIN,675000.00
,Deonte Harris\HarrDe07,WR,NOR,675000.00
,Brandon Watson\WatsBr01,DB,JAX,675000.00
,Austin Cutting\CuttAu00,LS,MIN,675000.00
,Benny Snell Jr.\SnelBe00,,PIT,675000.00
,Patrick Mekari\MekaPa00,G,BAL,675000.00
,Dakota Allen\AlleDa01,LB,JAX,675000.00
,Fred Johnson\JohnFr01,G,CIN,675000.00
,Kendall Sheffield\ShefKe00,CB,ATL,675000.00
,Zach Triner\TrinZa00,LS,TAM,675000.00
,Porter Gustin\GustPo01,LB,CLE,675000.00
,C.J. Moore\MoorCJ01,DB,DET,675000.00
,Alex Singleton\SingAl00,LB,PHI,675000.00
,Byron Pringle\PrinBy00,WR,KAN,675000.00
,Foster Moreau\MoreFo00,TE,LVR,675000.00
,Daniel Jones\JoneDa05,QB,NYG,675000.00
,Charles Omenihu\OmenCh00,DL,HOU,675000.00
,Zach Gentry\GentZa00,TE,PIT,675000.00
,Shaq Calhoun\CalhSh01,G,CIN,675000.00
,Cole Holcomb\HolcCo00,LB,WAS,675000.00
,Stephen Carlson\CarlSt00,TE,CLE,675000.00
,Sheldrick Redwine\RedwSh00,S,CLE,675000.00
,Deionte Thompson\ThomDe06,S,ARI,675000.00
,Jamal Perry\WiltJo01,DB,MIA,675000.00
,Keisean Nixon\NixoKe00,CB,LVR,675000.00
,Nick Allegretti\AlleNi00,G,KAN,675000.00
,Scott Miller\MillSc01,WR,TAM,675000.00
,Ross Pierschbacher\PierRo00,OL,PHI,675000.00
,Wes Martin\MartWe00,G,WAS,675000.00
,Chris Lammons\LammCh00,DB,KAN,675000.00
,Jamel Dean\DeanJa00,CB,TAM,675000.00
,Nick Gates\GateNi00,OT,NYG,675000.00
,Emmanuel Moseley\MoseEm00,CB,SFO,675000.00
,Justin Layne\LaynJu00,CB,PIT,675000.00
,Joe Jackson\JackJo02,EDGE,CLE,675000.00
,Amani Oruwariye\OruwAm00,CB,DET,675000.00
,Quinnen Williams\WillQu00,DL,NYJ,675000.00
,Jake Bailey\BailJa00,P,NWE,675000.00
,Austin Schlottmann\SchlAu00,G,DEN,675000.00
,Troy Reeder\ReedTr01,LB,LAR,675000.00
,Hunter Renfrow\RenfHu00,WR,LVR,675000.00
,David Edwards\EdwaDa01,OL,LAR,675000.00
,Marcus Allen\AlleMa03,S,PIT,675000.00
,Ethan Greenidge\GreeEt00,OL,NOR,675000.00
,Jordan Mailata\MailJo00,T,PHI,675000.00
,Alec Ingold\IngoAl01,FB,LVR,675000.00
,Tony Pollard\PollTo00,RB,DAL,675000.00
,Greg Gaines\GainGr00,DL,LAR,675000.00
,Marcus Epps\EppsMa00,S,PHI,675000.00
,Chauncey Gardner-Johnson\GardCh00,S,NOR,675000.00
,Alexander Mattison\MattAl01,RB,MIN,675000.00
,Reggie Bonnafon\BonnRe00,RB,CAR,675000.00
,Cole Mazza\MazzCo01,LS,LAC,675000.00
,Luke Gifford\GiffLu00,LB,DAL,675000.00
,Rashad Fenton\FentRa00,CB,KAN,675000.00
,Ryan Finley\FinlRy00,QB,CIN,675000.00
,Ka'dar Hollman\HollKa00,CB,GNB,675000.00
,Corey Ballentine\BallCo00,CB,2TM,675000.00
,Donovan Wilson\WilsDo01,S,DAL,675000.00
,Darwin Thompson\ThomDa06,RB,KAN,675000.00
,Malik Reed\ReedMa01,LB,DEN,675000.00
,Cortez Broughton\BrouCo00,DL,LAC,675000.00
,Will Harris\HarrWi02,S,DET,675000.00
,Nate Meadors\MeadNa00,DB,MIN,675000.00
,Armon Watts\WattAr01,DL,MIN,675000.00
,Julian Love\LoveJu00,CB,NYG,675000.00
,Robert Spillane\SpilRo00,LB,PIT,675000.00
,Carl Granderson\GranCa01,DE,NOR,675000.00
,Yosuah Nijman\NijmYo01,T,GNB,675000.00
,Kyle Allen\AlleKy00,QB,WAS,675000.00
,Dre Greenlaw\GreeDr00,LB,SFO,675000.00
,Jarrett Stidham\StidJa00,QB,NWE,675000.00
,Derick Roberson\RobeDe01,DE,TEN,675000.00
,Ugo Amadi\AmadUg00,S,SEA,675000.00
,Steven Mitchell\MitcSt02,WR,HOU,675000.00
,Olabisi Johnson\JohnOl00,WR,MIN,675000.00
,Dare Ogunbowale\OgunDa00,RB,JAX,675000.00
,Lamont Gaillard\GailLa00,OL,ARI,675000.00
,Ty Summers\SummTy00,LB,GNB,675000.00
,Andrew Van Ginkel\VanGAn00,LB,MIA,675000.00
,Justin Skule\SkulJu00,OT,SFO,675000.00
,Khari Willis\WillKh00,S,IND,675000.00
,Blessuan Austin\AustBl00,CB,NYJ,675000.00
,Miles Boykin\BoykMi00,WR,BAL,675000.00
,Kaden Smith\SmitKa00,TE,NYG,675000.00
1431,Javon Wims\WimsJa00,WR,CHI,661770.00
,Tremon Smith\SmitTr04,,IND,661770.00
,Malik Jefferson\JeffMa00,OLB,LAC,661770.00
,Kyle Fuller\FullKy01,C,SEA,661770.00
1435,Daniel Ross\RossDa02,DT,2TM,661769.00
1436,Vyncint Smith\SmitVy00,WR,NYJ,661767.00
1437,Ryan Lewis\LewiRy01,DB,NYG,661765.00
,Jordan Thomas\ThomJo05,TE,2TM,661765.00
,Hardy Nickerson\NickHa02,ILB,MIN,661765.00
,C.J. Prosise\ProsC.00,RB,HOU,661765.00
,Jeremy McNichols\McNiJe00,RB,TEN,661765.00
,Josh Malone\MaloJo00,WR,NYJ,661765.00
1443,Kevin Toliver\ToliKe00,DB,DEN,660000.00
,Eric Smith\SmitEr00,OG,DAL,660000.00
,D.J. Reed\ReedD.00,CB,SEA,660000.00
,Troy Fumagalli\FumaTr00,TE,DEN,660000.00
,Woodrow Hamilton\HamiWo00,DL,CAR,660000.00
,Jamal Carter\CartJa02,S,ATL,660000.00
,Natrell Jamerson\JameNa00,FS,CAR,660000.00
,Garrett Gilbert\GilbGa01,QB,DAL,660000.00
,Jaleel Scott\ScotJa02,WR,NYJ,660000.00
,Chad Wheeler\WheeCh00,OT,SEA,660000.00
,Deante Burton\BurtDe00,WR,DAL,660000.00
,Garrett Griffin\GrifGa00,TE,NOR,660000.00
1455,Kahale Warring\WarrKa00,TE,HOU,658252.00
1456,Connor McGovern\McGoCo01,OL,DAL,657000.00
1457,Byron Cowart\CowaBy00,DL,NWE,645588.00
1458,Mike Ford\FordMi01,CB,DET,644120.00
1459,Matthew Adams\AdamMa00,LB,IND,644118.00
,Rasheem Green\GreeRa01,DT,SEA,644118.00
1461,Ross Cockrell\CockRo00,CB,TAM,642353.00
,Kyle Emanuel\EmanKy00,OLB,2TM,642353.00
,Xavier Williams\WillXa00,DT,2TM,642353.00
1464,Daurice Fountain\FounDa00,WR,IND,635296.00
,Austin Seibert\SeibAu00,K,2TM,635296.00
1466,Damien Harris\HarrDa06,RB,NWE,630882.00
,Deon Lacey\LaceDe00,LB,BUF,630882.00
,Taywan Taylor\TaylTa00,WR,CLE,630882.00
,Gunner Olszewski\OlszGu00,WR,NWE,630882.00
1470,Dontrell Hilliard\HillDo00,RB,2TM,617652.00
1471,Shaquem Griffin\GrifSh01,OLB,SEA,617647.00
,Taybor Pepper\PeppTa00,LS,SFO,617647.00
1473,Equanimeous St. Brown\St.BEq00,WR,GNB,616176.00
,Quincy Williams\WillQu01,,JAX,616176.00
,Steven Sims\SimsSt00,WR,WAS,616176.00
1476,Khalid Kareem\KareKh00,DL,CIN,610000.00
,Joe Reed\ReedJo03,WR,LAC,610000.00
,Donovan Peoples-Jones\PeopDo00,WR,CLE,610000.00
,Matt Nelson\NelsMa00,T,DET,610000.00
,DeeJay Dallas\DallDe00,RB,SEA,610000.00
,Derrick Brown\BrowDe05,DL,CAR,610000.00
,Bryan Edwards\EdwaBr01,WR,LVR,610000.00
,Solomon Kindley\KindSo00,OL,MIA,610000.00
,Mekhi Becton\BectMe00,OL,NYJ,610000.00
,Logan Woodside\WoodLo00,QB,TEN,610000.00
,Justin Madubuike\MaduJu00,DL,BAL,610000.00
,Chase Claypool\ClayCh01,WR,PIT,610000.00
,Isaiah Wright\WrigIs01,WR,WAS,610000.00
,Raekwon Davis\DaviRa03,DL,MIA,610000.00
,Joe Burrow\BurrJo01,QB,CIN,610000.00
,John Simpson\SimpJo00,OL,LVR,610000.00
,Jeff Okudah\OkudJe00,CB,DET,610000.00
,Arlington Hambright\HambAr00,OT,CHI,610000.00
,Jonathan Garvin\GarvJo00,DL,GNB,610000.00
,Ben DiNucci\DiNuBe00,QB,DAL,610000.00
,Doug Costin\CostDo00,DT,JAX,610000.00
,Reggie Gilliam\GillRe00,TE,BUF,610000.00
,Larrell Murchison\MurcLa00,DL,TEN,610000.00
,K'Von Wallace\WallKV00,S,PHI,610000.00
,Jeff Gladney\GladJe00,CB,MIN,610000.00
,Colin Thompson\ThomCo03,TE,CAR,610000.00
,Jordyn Brooks\BrooJo01,LB,SEA,610000.00
,Ben Bartch\BartBe00,OL,JAX,610000.00
,McTelvin Agim\AgimMc00,DL,DEN,610000.00
,Jerry Jeudy\JeudJe00,WR,DEN,610000.00
,Vernon Scott\ScotVe00,S,GNB,610000.00
,Zack Baun\BaunZa00,LB,NOR,610000.00
,Malcolm Perry\PerrMa00,WR,MIA,610000.00
,Leki Fotu\FotuLe00,DL,ARI,610000.00
,Sam Franklin\FranSa00,OLB,CAR,610000.00
,Ashtyn Davis\DaviAs00,S,NYJ,610000.00
,Braden Mann\MannBr01,P,NYJ,610000.00
,Chris Streveler\StreCh00,QB,ARI,610000.00
,Noah Igbinoghene\IgbiNo00,CB,MIA,610000.00
,Tyler Biadasz\BiadTy00,OL,DAL,610000.00
,Alton Robinson\RobiAl03,DL,SEA,610000.00
,Justin Herbert\HerbJu00,QB,LAC,610000.00
,Rodrigo Blankenship\BlanRo03,K,IND,610000.00
,Sam Sloman\SlomSa00,K,2TM,610000.00
,AJ Dillon\DillAJ00,RB,GNB,610000.00
,Marquez Callaway\CallMa01,WR,NOR,610000.00
,Ben Bredeson\BredBe00,OL,BAL,610000.00
,Logan Wilson\WilsLo00,LB,CIN,610000.00
,Nick Keizer\KeizNi00,TE,KAN,610000.00
,Stantley Thomas-Oliver\ThomSt00,CB,CAR,610000.00
,Cam Brown\BrowCa01,LB,NYG,610000.00
,Marcus Baugh\BaugMa02,TE,WAS,610000.00
,Noah Togiai\TogiNo00,TE,IND,610000.00
,Akeem Davis-Gaither\DaviAk01,LB,CIN,610000.00
,Casey Toohill\ToohCa00,LB,2TM,610000.00
,Robert Hunt\HuntRo01,OL,MIA,610000.00
,Quinton Bell\BellQu00,DE,TAM,610000.00
,Gabriel Davis\DaviGa01,WR,BUF,610000.00
,Tyler Davis\DaviTy02,TE,JAX,610000.00
,Freddie Swain\SwaiFr00,WR,SEA,610000.00
,John Hightower\HighJo00,WR,PHI,610000.00
,Ke'Shawn Vaughn\VaugKe00,RB,TAM,610000.00
,K.J. Hill\HillKJ00,WR,LAC,610000.00
,KJ Hamler\HamlKJ00,WR,DEN,610000.00
,Michael Onwenu\OnweMi00,OL,NWE,610000.00
,Trevon Diggs\DiggTr00,CB,DAL,610000.00
,Davion Taylor\TaylDa01,LB,PHI,610000.00
,Randy Ramsey\RamsRa00,LB,GNB,610000.00
,Kevin Givens\GiveKe01,DT,SFO,610000.00
,Andrew Thomas\ThomAn02,OL,NYG,610000.00
,Van Jefferson\JeffVa00,WR,LAR,610000.00
,John Reid\ReidJo00,CB,HOU,610000.00
,Joshua Kelley\KellJo01,RB,LAC,610000.00
,K'Lavon Chaisson\ChaiKL00,LB,JAX,610000.00
,J.C. Hassenauer\HassJ.00,C,PIT,610000.00
,Jake Luton\LutoJa00,QB,JAX,610000.00
,D.J. Wonnum\WonnDJ00,DL,MIN,610000.00
,Amik Robertson\RobeAm00,CB,LVR,610000.00
,C.J. Henderson\HendCJ00,CB,JAX,610000.00
,Jacob Phillips\PhilJa01,LB,CLE,610000.00
,Tremayne Anchrum\AnchTr00,OL,LAR,610000.00
,Danny Pinter\PintDa00,OL,IND,610000.00
,Neville Gallimore\GallNe00,DL,DAL,610000.00
,Alex Highsmith\HighAl02,DL,PIT,610000.00
,James Proche\ProcJa00,WR,BAL,610000.00
,Tua Tagovailoa\TagoTu00,QB,MIA,610000.00
,Jon Runyan\RunyJo00,OL,GNB,610000.00
,Devin Asiasi\AsiaDe00,TE,NWE,610000.00
,Zack Moss\MossZa00,RB,BUF,610000.00
,Phillip Walker\WalkPh00,QB,CAR,610000.00
,Trevis Gipson\GipsTr00,DL,CHI,610000.00
,Kenneth Murray\MurrKe00,LB,LAC,610000.00
,Kyle Dugger\DuggKy00,S,NWE,610000.00
,Broderick Washington Jr.\WashBr01,DL,BAL,610000.00
,Hakeem Adeniji\AdenHa00,OL,CIN,610000.00
,John Penisini\PeniJo00,DL,DET,610000.00
,Derrick Kelly\KellDe01,T,NOR,610000.00
,Quintez Cephus\CephQu00,WR,DET,610000.00
,Anfernee Jennings\JennAn00,LB,NWE,610000.00
,Josiah Scott\ScotJo00,CB,JAX,610000.00
,Tristan Wirfs\WirfTr00,OL,TAM,610000.00
,Dan Chisena\ChisDa00,WR,MIN,610000.00
,Collin Johnson\JohnCo01,WR,JAX,610000.00
,Jack Fox\FoxxJa01,P,DET,610000.00
,John Wolford\WolfJo00,QB,LAR,610000.00
,Hjalte Froholdt\FrohHj00,OL,NWE,610000.00
,Cassh Maluia\MaluCa00,LB,NWE,610000.00
,Tyrie Cleveland\ClevTy00,WR,DEN,610000.00
,Tyree St. Louis\StLoTy01,T,LAC,610000.00
,Bradlee Anae\AnaeBr00,DL,DAL,610000.00
,Tyler Johnson\JohnTy00,WR,TAM,610000.00
,Ross Blacklock\BlacRo00,DL,HOU,610000.00
,James Robinson\RobiJa00,RB,JAX,610000.00
,Keith Ismael\IsmaKe00,OL,WAS,610000.00
,Tee Higgins\HiggTe00,WR,CIN,610000.00
,D'Andre Swift\SwifDA00,RB,DET,610000.00
,Cesar Ruiz\RuizCe00,OL,NOR,610000.00
,Patrick Queen\QueePa00,LB,BAL,610000.00
,Kindle Vildor\VildKi00,CB,CHI,610000.00
,Jonah Jackson\JackJo03,OL,DET,610000.00
,K.J. Osborn\OsboKJ00,WR,MIN,610000.00
,Blake Ferguson\FergBl00,LS,MIA,610000.00
,J.K. Dobbins\DobbJK00,RB,BAL,610000.00
,Mykal Walker\WalkMy00,LB,ATL,610000.00
,Malik Taylor\TaylMa01,WR,GNB,610000.00
,Tevaughn Campbell\CampTe00,DB,LAC,610000.00
,James Smith-Williams\SmitJa08,DL,WAS,610000.00
,Markus Bailey\BailMa01,LB,CIN,610000.00
,Darnay Holmes\HolmDa01,CB,NYG,610000.00
,Dezmon Patmon\PatmDe00,WR,IND,610000.00
,Demetrius Flannigan-Fowles\FlanDe00,DB,SFO,610000.00
,Nick Harris\HarrNi01,OL,CLE,610000.00
,Penny Hart\HartPe01,WR,SEA,610000.00
,Cam Akers\AkerCa00,RB,LAR,610000.00
,La'Mical Perine\PeriLa00,RB,NYJ,610000.00
,Jeremy Chinn\ChinJe00,S,CAR,610000.00
,Javon Kinlaw\KinlJa00,DL,SFO,610000.00
,Jonathan Greenard\GreeJo04,DL,HOU,610000.00
,Cole Kmet\KmetCo00,TE,CHI,610000.00
,Ezra Cleveland\ClevEz00,OL,MIN,610000.00
,Jordan Elliott\ElliJo02,DL,CLE,610000.00
,Isaiah Simmons\SimmIs00,LB,ARI,610000.00
,Julian Blackmon\BlacJu01,S,IND,610000.00
,Michael Ojemudia\OjemMi00,CB,DEN,610000.00
,Brandon Jones\JoneBr06,S,MIA,610000.00
,Chris Jackson\JackCh01,S,TEN,610000.00
,DaVon Hamilton\HamiDa02,DL,JAX,610000.00
,Josh Jones\JoneJo07,OL,ARI,610000.00
,Shane Lemieux\LemiSh00,OL,NYG,610000.00
,Kevin Dotson\DotsKe00,OL,PIT,610000.00
,Damien Lewis\LewiDa05,OL,SEA,610000.00
,Jordan Glasgow\GlasJo00,LB,IND,610000.00
,Jack Driscoll\DrisJa00,OL,PHI,610000.00
,Maxx Crosby\CrosMa00,EDGE,LVR,610000.00
,Daniel Thomas\ThomDa07,S,JAX,610000.00
,Justin Jefferson\JeffJu00,WR,MIN,610000.00
,Brycen Hopkins\HopkBr01,TE,LAR,610000.00
,Krys Barnes\BarnKr00,LB,GNB,610000.00
,Malik Harrison\HarrMa06,LB,BAL,610000.00
,Matt Peart\PearMa00,OL,NYG,610000.00
,Devin Duvernay\DuveDe00,WR,BAL,610000.00
,Kamren Curl\CurlKa00,S,WAS,610000.00
,Tyler Bass\BassTy00,K,BUF,610000.00
,Brandon Aiyuk\AiyuBr00,WR,SFO,610000.00
,Charlie Woerner\WoerCh00,TE,SFO,610000.00
,Logan Stenberg\StenLo00,OL,DET,610000.00
,Carlos Davis\DaviCa03,DL,PIT,610000.00
,Jalen Hurts\HurtJa00,QB,PHI,610000.00
,Matt Hennessy\HennMa00,OL,ATL,610000.00
,Khalil Davis\DaviKh00,DL,TAM,610000.00
,Jason Strowbridge\StroJa02,DL,MIA,610000.00
,Chase Young\YounCh04,DL,WAS,610000.00
,Kendal Vickers\VickKe00,DE,LVR,610000.00
,Raymond Calais\CalaRa00,RB,LAR,610000.00
,Harrison Hand\HandHa00,CB,MIN,610000.00
,Jonathan Taylor\TaylJo02,RB,IND,610000.00
,Sterling Hofrichter\HofrSt00,P,ATL,610000.00
,AJ Terrell\TerrAJ00,CB,ATL,610000.00
,Netane Muti\MutiNe00,OL,DEN,610000.00
,Colton McKivitz\McKiCo00,OL,SFO,610000.00
,Khaleke Hudson\HudsKh00,LB,WAS,610000.00
,Jaylinn Hawkins\HawkJa00,S,ATL,610000.00
,Clyde Edwards-Helaire\EdwaCl00,RB,KAN,610000.00
,James Lynch\LyncJa00,DL,MIN,610000.00
,Cameron Dantzler\DantCa00,CB,MIN,610000.00
,Charlie Heck\HeckCh00,OL,HOU,610000.00
,Adam Trautman\TrauAd00,TE,NOR,610000.00
,Chris Claybrooks\ClayCh02,CB,JAX,610000.00
,Jaylon Johnson\JohnJa13,CB,CHI,610000.00
,Harrison Bryant\BryaHa00,TE,CLE,610000.00
,Jachai Polite\PoliJa00,EDGE,LAR,610000.00
,Darnell Mooney\MoonDa00,WR,CHI,610000.00
,A.J. Epenesa\EpenAJ00,DL,BUF,610000.00
,CeeDee Lamb\LambCe00,WR,DAL,610000.00
,Isaiah Rodgers\RodgIs00,CB,IND,610000.00
,Bravvion Roy\RoyxBr00,DT,CAR,610000.00
,Antonio Gibson\GibsAn00,RB,WAS,610000.00
,D'Andre Walker\WalkDA02,EDGE,SEA,610000.00
,Carter Coughlin\CougCa00,LB,NYG,610000.00
,J.J. Taylor\TaylJJ01,RB,NWE,610000.00
,Alohi Gilman\GilmAl00,S,LAC,610000.00
,Shaun Bradley\BradSh00,LB,PHI,610000.00
1678,Dane Cruikshank\CruiDa00,CB,TEN,608827.00
,Holton Hill\HillHo00,CB,MIN,608827.00
1680,Brett Rypien\RypiBr00,QB,DEN,595590.00
,Darrius Shepherd\ShepDa00,WR,GNB,595590.00
,DeShawn Williams\WillDe04,DT,DEN,595590.00
1683,Natrez Patrick\PatrNa00,LB,LAR,595588.00
,Tanner Hudson\HudsTa00,TE,TAM,595588.00
,Linden Stephens\StepLi00,CB,SEA,595588.00
,Keaton Sutherland\SuthKe00,G,CIN,595588.00
,Cam Sims\SimsCa00,WR,WAS,595588.00
1688,Martinas Rankin\RankMa00,OT,KAN,591180.00
1689,Billy Winn\WinnBi00,DT,GNB,588824.00
,Aaron Lynch\LyncAa00,DE,JAX,588824.00
,Damarious Randall\RandDa00,FS,SEA,588824.00
,Jordan Berry\BerrJo00,P,PIT,588824.00
,Kai Forbath\ForbKa00,K,LAR,588824.00
1694,Damontre Moore\MoorDa01,DE,SEA,588819.00
1695,Marlon Davidson\DaviMa01,DL,ATL,585294.00
1696,Noah Dawkins\DawkNo00,LB,NYJ,585000.00
,Justin Hollins\HollJu00,EDGE,LAR,585000.00
,Ken Webster\WebsKe00,CB,SFO,585000.00
,Tuzar Skipper\SkipTu00,LB,TEN,585000.00
,Jeremiah Ledbetter\LedbJe00,DT,TAM,585000.00
,Michael Dogbe\DogbMi00,DL,ARI,585000.00
,Caleb Wilson\WilsCa00,TE,PHI,585000.00
,Juwann Winfree\WinfJu00,WR,GNB,585000.00
,Hale Hentges\HentHa00,TE,MIN,585000.00
,Abdullah Anderson\AndeAb00,DT,MIN,585000.00
,Stanley Morgan Jr.\MorgSt02,WR,CIN,585000.00
,Joe Giles-Harris\GileJo01,LB,JAX,585000.00
,Ben Braden\BradBe00,OG,GNB,585000.00
,Alijah Holder\HoldAl01,DB,DEN,585000.00
,Tae Hayes\HayeTa00,DB,2TM,585000.00
,Jake Eldrenkamp\EldrJa00,OG,IND,585000.00
,Frank Herron\HerrFr00,DL,DET,585000.00
,C.J. Board\BoarC.00,WR,NYG,585000.00
,Fred Brown\BrowFr01,WR,DEN,585000.00
,Jordan Kunaszyk\KunaJo00,LB,WAS,585000.00
,Kevin Strong\StroKe00,DT,DET,585000.00
,Duke Williams\WillDu01,WR,BUF,585000.00
,Montrel Meander\MeanMo00,CB,CLE,585000.00
,Mike Love\LoveMi00,DE,BUF,585000.00
,Lil'Jordan Humphrey\HumpLi01,WR,NOR,585000.00
,Daniel Ekuale\EkuaDa00,DL,JAX,585000.00
,Dexter Williams\WillDe07,RB,GNB,585000.00
,Austin Larkin\LarkAu00,DE,CAR,585000.00
,Michael Jackson\JackMi01,CB,NWE,585000.00
,Tim Ward\WardTi00,DE,KAN,585000.00
,Evan Baylis\BaylEv00,TE,ARI,585000.00
,Beau Benzschawel\BenzBe01,G,HOU,585000.00
,Mazzi Wilkins\WilkMa00,DB,TAM,585000.00
,Deon Cain\CainDe00,WR,PIT,585000.00
1730,Marcus Johnson\JohnMa07,WR,IND,582353.00
,Isaiah Irving\IrviIs00,OLB,ARI,582353.00
1732,Nick Westbrook-Ikhine\WestNi00,WR,TEN,574118.00
,Asmar Bilal\BilaAs00,LB,LAC,574118.00
,Josh Metellus\MeteJo00,S,MIN,574118.00
,Javin White\WhitJa04,DB,LVR,574118.00
,Rashad Smith\SmitRa02,LB,PHI,574118.00
,Gabe Nabers\NabeGa00,RB,LAC,574118.00
1738,Derwin Gray\GrayDe01,OL,PIT,574112.00
,Amani Bledsoe\BledAm01,DE,CIN,574112.00
1740,Jeff Wilson\WilsJe01,RB,SFO,573532.00
,Genard Avery\AverGe00,LB,PHI,573532.00
1742,Michael Danna\DannMi00,DE,KAN,572941.00
,Yetur Gross-Matos\GrosYe00,DL,CAR,572941.00
1744,Jeff Smith\SmitJe03,WR,NYJ,572940.00
1745,Jalen Reagor\ReagJa00,WR,PHI,560588.00
,Del'Shawn Phillips\PhilDe00,LB,BUF,560588.00
,Blake Cashman\CashBl00,LB,NYJ,560588.00
,Austin Jackson\JackAu00,OL,MIA,560588.00
1749,Terrell Lewis\LewiTe00,LB,LAR,560587.00
,Isaiah Wilson\WilsIs00,OL,TEN,560587.00
,Quez Watkins\WatkQu00,WR,PHI,560587.00
1752,Preston Williams\WillPr01,WR,MIA,557354.00
1753,Austin Bryant\BryaAu00,EDGE,DET,557353.00
1754,Parry Nickerson\NickPa00,CB,GNB,555884.00
,Ogbonnia Okoronkwo\OkorOg00,DE,LAR,555884.00
,Dallin Leavitt\LeavDa00,S,LVR,555884.00
,Anthony Averett\AverAn00,CB,BAL,555884.00
1758,Dwayne Harris\HarrDw00,WR,CHI,555882.00
,Ryan Allen\AlleRy01,P,2TM,555882.00
,Travis Fulgham\FulgTr00,WR,PHI,555882.00
,Daniel Helm\HelmDa01,TE,SFO,555882.00
,Ryan Neal\NealRy00,DB,SEA,555882.00
,Darius Harris\HarrDa07,LB,KAN,555882.00
,Jordan Miller\MillJo05,CB,ATL,555882.00
1765,Andrew Beck\BeckAn01,TE,DEN,552942.00
1766,Denzel Mims\MimsDe00,WR,NYJ,548235.00
,Troy Dye\DyexTr00,LB,MIN,548235.00
,Josh Uche\UcheJo00,LB,NWE,548235.00
1769,Devine Ozigbo\OzigDe01,RB,JAX,544706.00
1770,Ashton Dulin\DuliAs00,WR,IND,542648.00
,Trevon Wesco\WescTr00,TE,NYJ,542648.00
,Ulysees Gilbert\GilbUl00,LB,PIT,542648.00
,Myles Gaskin\GaskMy00,RB,MIA,542648.00
1774,Jake Gervase\GervJa00,DB,LAR,540000.00
1775,Sam Hubbard\HubbSa00,DE,CIN,538237.00
,Jack Cichy\CichJa00,ILB,TAM,538237.00
1777,John Lovett\LoveJo02,TE,GNB,538235.00
,Brandon Wright\WrigBr00,K,JAX,538235.00
,P.J. Locke\LockPJ00,DB,DEN,538235.00
1780,Saivion Smith\SmitSa02,DB,DAL,538230.00
1781,Sylvester Williams\WillSy00,DT,DEN,535294.00
,Josh Mauro\MaurJo00,DE,ARI,535294.00
,Daren Bates\BateDa00,LB,TEN,535294.00
1784,Joe Walker\WalkJo01,ILB,SFO,533824.00
,James Burgess\BurgJa01,LB,GNB,533824.00
1786,Justin Hamilton\HamiJu00,DT,DAL,529416.00
1787,Kyle Phillips\PhilKy00,DL,NYJ,527942.00
1788,A'Shawn Robinson\RobiAS00,DT,LAR,523529.00
1789,Kamal Martin\MartKa01,LB,GNB,523527.00
,Colby Parkinson\ParkCo02,TE,SEA,523527.00
