Rk,Player,Pos,Tm,Salary
,Jabari Zuniga\ZuniJa00,DL,NYJ,523527.00
,Isaiah Coulter\CoulIs00,WR,HOU,523527.00
1793,Maurice Hurst Jr.\HursMa00,DT,LVR,520590.00
1794,Kwon Alexander\AlexKw00,OLB,2TM,516878.00
1795,Tyron Johnson\JohnTy03,WR,LAC,516176.00
,Solomon Thomas\ThomSo00,DE,SFO,516176.00
,Greg Senat\SenaGr00,OT,DAL,516176.00
,Jake Rodgers\RodgJa03,T,DEN,516176.00
1799,Frankie Luvu\LuvuFr00,LB,NYJ,513236.00
,Dawson Knox\KnoxDa00,TE,BUF,513236.00
,Brandon Knight\KnigBr01,T,DAL,513236.00
1802,Dalton Keene\KeenDa00,TE,NWE,511173.00
,Bryce Hall\HallBr02,CB,NYJ,511173.00
,Albert Okwuegbunam\OkwuAl00,TE,DEN,511173.00
1805,Javon Patterson\PattJa00,OL,CLE,510000.00
,Tim Harris\HarrTi01,CB,SFO,510000.00
,KC McDermott\McDeKC01,OL,JAX,510000.00
,Herb Miller\MillHe01,DB,TAM,510000.00
,Chris Westry\WestCh03,CB,DAL,510000.00
,Joe Ostman\OstmJo00,DE,PHI,510000.00
,Quinn Bailey\BailQu00,T,DEN,510000.00
,Chris Myarick\MyarCh00,TE,MIA,510000.00
,Trenton Irwin\IrwiTr00,WR,CIN,510000.00
,Hakeem Butler\ButlHa00,WR,PHI,510000.00
,Kevin Rader\RadeKe00,TE,PIT,510000.00
1816,Ben Ellefson\ElleBe00,TE,JAX,504702.00
1817,Leon Jacobs\JacoLe00,OLB,JAX,502942.00
,A.J. Moore\MoorA.00,DB,HOU,502942.00
1819,Ron'Dell Carter\CartRo02,DE,DAL,502353.00
,Jamycal Hasty\HastJa02,RB,SFO,502353.00
,LeVante Bellamy\BellLe02,RB,DEN,502353.00
,Jovante Moffatt\MoffJo01,DB,CLE,502353.00
,Javelin Guidry\GuidJa01,DB,NYJ,502353.00
,Madre Harper\HarpMa00,DB,NYG,502353.00
1825,Tyre Phillips\PhilTy00,OL,BAL,498821.00
,Shaquille Quarterman\QuarSh00,LB,JAX,498821.00
1827,Andrew Wingard\WingAn01,S,JAX,498530.00
,Otaro Alaka\AlakOt01,LB,BAL,498530.00
,Greg Stroman\StroGr00,CB,WAS,498530.00
1830,Tramon Williams\WillTr99,DB,BAL,494118.00
1831,Justin Herron\HerrJu00,OL,NWE,486468.00
,Terrell Burgess\BurgTe00,S,LAR,486468.00
1833,Justin Zimmer\ZimmJu00,DT,BUF,485298.00
1834,Sean Chandler\ChanSe00,FS,NYG,485294.00
,Robert Foster\FostRo01,WR,WAS,485294.00
,Jonathan Williams\WillJo07,RB,DET,485294.00
,Temarrick Hemingway\HemiTe00,TE,WAS,485294.00
1838,Elijah Lee\LeexEl00,OLB,2TM,485290.00
1839,Oshane Ximines\XimiOs00,EDGE,NYG,483824.00
1840,Theo Riddick\RiddTh00,RB,LVR,481765.00
,Bryce Hager\HageBr00,ILB,NYJ,481765.00
,Jayrone Elliott\ElliJa02,LB,PIT,481765.00
1843,Robert Jackson\JackRo00,CB,CLE,476471.00
1844,Kristian Fulton\FultKr00,CB,TEN,474118.00
1845,Saahdiq Charles\CharSa00,OL,WAS,474116.00
,Antonio Gandy-Golden\GandAn00,WR,WAS,474116.00
,Tae Crowder\CrowTa00,,NYG,474116.00
,Tyrel Dodson\DodsTy01,LB,BUF,474116.00
,Julian Okwara\OkwaJu00,DL,DET,474116.00
1850,Allen Lazard\LazaAl00,WR,GNB,469118.00
,Chase Hansen\HansCh02,LB,NOR,469118.00
1852,Keith Kirkwood\KirkKe00,WR,CAR,467647.00
1853,Jonathan Ward\WardJo00,RB,ARI,466471.00
,Chapelle Russell\RussCh00,LB,TAM,466471.00
,Cyril Grayson\GrayCy01,WR,TAM,466471.00
,Trystan Colon-Castillo\ColoTr01,C,BAL,466471.00
,Francis Bernard\BernFr01,LB,DAL,466471.00
,Cameron Lewis\LewiCa00,DB,BUF,466471.00
,Salvon Ahmed\AhmeSa01,RB,MIA,466471.00
1860,Alex Barrett\BarrAl00,DE,SFO,466466.00
1861,Darrynton Evans\EvanDa02,RB,TEN,461763.00
,Rashard Lawrence\LawrRa01,DL,ARI,461763.00
,Jordan Fuller\FullJo01,S,LAR,461763.00
,Hunter Bryant\BryaHu02,TE,DET,461763.00
1865,Nick Bosa\BosaNi00,EDGE,SFO,454412.00
1866,Josiah Deguara\DeguJo00,TE,GNB,449410.00
1867,Andre Smith\SmitAn04,ILB,BUF,441180.00
1868,Isaac Nauta\NautIs00,TE,DET,441176.00
,David Quessenberry\QuesDa00,OT,TEN,441176.00
,Cole Toner\ToneCo00,OT,LAC,441176.00
1871,Drue Tranquill\TranDr00,LB,LAC,439706.00
,Khalen Saunders\SaunKh00,DT,KAN,439706.00
1873,L'Jarius Sneed\SneeLJ00,S,KAN,437058.00
,Damon Arnette\ArneDa00,CB,LVR,437058.00
1875,Steven Parker\ParkSt00,DB,DAL,436765.00
1876,Lamar Jackson\JackLa02,DB,NYJ,430588.00
,Tyler Hall\HallTy01,DB,ATL,430588.00
,Jordan Brailford\BraiJo00,EDGE,MIN,430588.00
,David Blough\BlouDa00,QB,DET,430588.00
1880,Sam Mustipher\MustSa01,C,CHI,430584.00
,Parnell Motley\MotlPa00,DB,2TM,430584.00
,Juju Hughes\HughJu00,DB,LAR,430584.00
1883,Johnathan Cyprien\CyprJo00,SS,SFO,428235.00
,Edmond Robinson\RobiEd00,OLB,ATL,428235.00
,Nate Orchard\OrchNa00,OLB,WAS,428235.00
1886,Brett Toth\TothBr00,T,PHI,425000.00
,Saquan Hampton\HampSa00,S,NYJ,425000.00
,Phil Haynes\HaynPh00,OL,SEA,425000.00
,Bo Scarbrough\ScarBo01,RB,SEA,425000.00
1890,Xavier McKinney\McKiXa00,S,NYG,400000.00
,Alex Taylor\TaylAl02,T,CLE,400000.00
1892,Tashawn Bower\BoweTa00,OLB,NWE,397062.00
1893,Trent Harris\HarrTr01,DL,NYG,397059.00
,Hercules Mata'afa\MataHe00,DE,MIN,397059.00
,Jeremy Reaves\ReavJe00,FS,WAS,397059.00
,Cameron Batson\BatsCa00,WR,TEN,397059.00
,Nick Thurman\ThurNi00,DT,NWE,397059.00
,D'Onta Foreman\ForeDO00,RB,TEN,397059.00
,Kareem Orr\OrrxKa00,DB,TEN,397059.00
,Jeremy Cox\CoxxJe00,RB,DEN,397059.00
,Mark Fields II\FielMa01,CB,2TM,397059.00
1902,Henry Mondeaux\MondHe00,DT,PIT,394702.00
1903,De'Vante Bausby\BausDe00,DB,2TM,388235.00
,Trey Edmunds\EdmuTr00,RB,PIT,388235.00
1905,Derrek Tuszka\TuszDe00,DL,DEN,378824.00
1906,Khalil Dorsey\DorsKh00,DB,BAL,367647.00
1907,Sergio Castillo\CastSe00,K,NYJ,358824.00
1908,Isaiah Mack\MackIs00,DT,2TM,357354.00
1909,Breon Borders\BordBr00,CB,TEN,357353.00
,Dylan Mabin\MabiDy00,DB,2TM,357353.00
,Bennett Jackson\JackBe00,CB,NYJ,357353.00
,Terrell Bonds\BondTe00,DB,BAL,357353.00
1913,Jeff Badet\BadeJe00,WR,WAS,352941.00
1914,Jessie Lemonier\LemoJe00,DE,LAC,322941.00
,Hunter Niswander\NiswJa00,P,DAL,322941.00
,Kristian Welch\WelcKr00,LB,BAL,322941.00
1917,Chase McLaughlin\McLaCh00,K,2TM,317647.00
,Anthony Rush\RushAn00,NT,2TM,317647.00
,River Cracraft\CracRi00,WR,SFO,317647.00
1920,De'Jon Harris\HarrDe10,LB,GNB,287059.00
,Austin Walter\WaltAu00,RB,SFO,287059.00
1922,Brandon Allen\AlleBr00,QB,CIN,204000.00
1923,Tyler Bray\BrayTy00,QB,CHI,142800.00
,Dane Jackson\JackDa02,CB,BUF,142800.00
1925,Trayvon Henderson\HendTr01,S,CIN,134400.00
,Freedom Akinmoladun\AkinFr01,DE,CIN,134400.00
,Chad Slade\SladCh01,G,NYG,134400.00
1928,D.J. Foster\FostD.01,RB,ARI,126000.00
1929,Isaiah Zuber\ZubeIs00,WR,NWE,117600.00
1930,Geno Stone\StonGe00,S,BAL,109200.00
,Will Clapp\ClapWi00,C,NOR,109200.00
1932,Corey Liuget\LiugCo00,DT,HOU,96000.00
,Matt Overton\OverMa00,LS,TEN,96000.00
1934,Trevor Daniel\DaniTr00,P,TEN,75600.00
